7 + 1 =
3 + 3 =
9 + 6 =
2 + 3 =
10 + 5 =
1 + 8 =
8 + 1 =
4 + 1 =
18 + 3 =
7 + 5 =
3 + 1 =
2 + 6 =
9 + 2 =
5 + 1 =
4 + 2 =
14 + 7 =
6 + 4 =
7 + 2 =
12 + 4 =
1 + 3 =
8 + 4 =
2 + 2 =
9 + 3 =
6 + 2 =
5 + 1 =
4 + 3 =
7 + 6 =
15 + 3 =
1 + 7 =
5 + 0 =
9 + 5 =
6 + 1 =
4 + 2 =
7 + 4 =
2 + 1 =
3 + 3 =
8 + 1 =
6 + 3 =
2 + 5 =
9 + 1 =
7 + 2 =
1 + 6 =
8 + 3 =
3 + 5 =
4 + 2 =
10 + 7 =
6 + 2 =
2 + 4 =
7 + 1 =
3 + 1 =
8 + 8 =
4 + 0 =
5 + 3 =
6 + 3 =
9 + 7 =
2 + 1 =
3 + 1 =
5 + 3 =
6 + 3 =
2 + 4 =
8 + 0 =
7 + 1 =
9 + 3 =
12 + 2 =
4 + 2 =
10 + 5 =
3 + 5 =
14 + 7 =
9 + 4 =
2 + 2 =
8 + 4 =
7 + 6 =
5 + 4 =
4 + 1 =
9 + 9 =
1 + 5 =
8 + 5 =
3 + 3 =
6 + 2 =
9 + 8 =
4 + 2 =
7 + 2 =
10 + 2 =
5 + 0 =
8 + 4 =
2 + 3 =
9 + 3 =
6 + 3 =
7 + 2 =
15 + 5 =
4 + 2 =
1 + 6 =
8 + 2 =
3 + 4 =
16 + 4 =
5 + 1 =
2 + 4 =
7 + 1 =
6 + 1 =
9 + 6 =
4 + 3 =
12 + 6 =
8 + 3 =
3 + 2 =
9 + 1 =
7 + 0 =
5 + 2 =
4 + 2 =
18 + 2 =
6 + 4 =
1 + 7 =
8 + 1 =
9 + 1 =
2 + 5 =
3 + 3 =
10 + 5 =
7 + 4 =
4 + 4 =
8 + 6 =
6 + 2 =
1 + 4 =
5 + 1 =
9 + 5 =
2 + 2 =
8 + 2 =
7 + 3 =
6 + 3 =
4 + 5 =
3 + 2 =
8 + 2 =
6 + 3 =
9 + 8 =
3 + 3 =
10 + 2 =
7 + 6 =
2 + 3 =
8 + 4 =
2 + 4 =
15 + 5 =
5 + 2 =
1 + 7 =
4 + 1 =
9 + 3 =
7 + 5 =
6 + 1 =
8 + 2 =
9 + 6 =
4 + 4 =
10 + 2 =
5 + 2 =
7 + 4 =
3 + 2 =
4 + 5 =
14 + 7 =
9 + 2 =
2 + 3 =
4 + 2 =
21 + 5 =
17 + 8 =
13 + 12 =
28 + 11 =
25 + 9 =
32 + 14 =
19 + 15 =
27 + 13 =
22 + 17 =
35 + 10 =
41 + 6 =
24 + 9 =
29 + 13 =
36 + 25 =
15 + 25 =
31 + 7 =
40 + 2 =
34 + 22 =
18 + 19 =
33 + 12 =
14 + 16 =
45 + 5 =
27 + 8 =
20 + 11 =
30 + 21 =
44 + 19 =
16 + 29 =
39 + 28 =
21 + 14 =
50 + 13 =
33 + 15 =
47 + 6 =
25 + 24 =
42 + 30 =
17 + 26 =
29 + 18 =
46 + 12 =
34 + 16 =
20 + 13 =
36 + 23 =
11 + 4 =
7 + 9 =
6 + 12 =
9 + 11 =
8 + 7 =
5 + 10 =
4 + 9 =
12 + 8 =
3 + 11 =
10 + 6 =
14 + 4 =
7 + 6 =
9 + 8 =
2 + 11 =
6 + 5 =
10 + 7 =
12 + 9 =
8 + 8 =
3 + 7 =
4 + 12 =
5 + 9 =
2 + 10 =
11 + 6 =
9 + 3 =
2 + 6 =
10 + 4 =
12 + 2 =
3 + 8 =
11 + 7 =
6 + 6 =
15 + 2 =
4 + 14 =
8 + 11 =
9 + 5 =
7 + 12 =
10 + 10 =
2 + 9 =
5 + 6 =
3 + 14 =
11 + 4 =
48 + 6 =
27 + 9 =
36 + 4 =
42 + 7 =
81 + 9 =
24 + 3 =
32 + 8 =
45 + 5 =
40 + 4 =
54 + 6 =
50 + 10 =
56 + 7 =
36 + 6 =
72 + 9 =
20 + 5 =
66 + 6 =
28 + 4 =
60 + 10 =
64 + 8 =
33 + 3 =
63 + 9 =
96 + 12 =
90 + 10 =
42 + 6 =
100 + 5 =
56 + 8 =
84 + 7 =
36 + 3 =
24 + 2 =
48 + 4 =
44 + 4 =
18 + 6 =
80 + 10 =
72 + 8 =
56 + 14 =
75 + 5 =
36 + 12 =
27 + 3 =
50 + 2 =
84 + 12 =
29 + 28 =
52 + 22 =
38 + 5 =
49 + 17 =
53 + 12 =
47 + 33 =
58 + 9 =
44 + 27 =
37 + 18 =
62 + 24 =
55 + 14 =
68 + 39 =
72 + 25 =
46 + 29 =
57 + 31 =
39 + 16 =
45 + 35 =
60 + 15 =
22 + 29 =
51 + 8 =
64 + 7 =
73 + 20 =
81 + 9 =
77 + 31 =
66 + 21 =
95 + 44 =
83 + 12 =
59 + 25 =
76 + 13 =
88 + 62 =
93 + 5 =
71 + 40 =
54 + 28 =
79 + 37 =
91 + 6 =
85 + 49 =
72 + 23 =
58 + 34 =
90 + 1 =
99 + 12 =
7 + 13 =
9 + 14 =
12 + 12 =
4 + 13 =
6 + 13 =
8 + 10 =
2 + 12 =
11 + 10 =
3 + 9 =
14 + 5 =
16 + 8 =
72 + 12 =
44 + 11 =
35 + 5 =
24 + 4 =
90 + 9 =
96 + 8 =
54 + 9 =
16 + 4 =
81 + 3 =
33 + 27 =
99 + 45 =
14 + 31 =
63 + 42 =
29 + 17 =
48 + 36 =
5 + 12 =
49 + 7 =
18 + 19 =
50 + 20 =
26 + 13 =
40 + 3 =
9 + 4 =
64 + 16 =
36 + 13 =
55 + 30 =
7 + 5 =
48 + 12 =
20 + 30 =
96 + 51 =
1 + 2 =
16 + 9 =
2 + 13 =
18 + 10 =
1 + 14 =
9 + 0 =
11 + 1 =
14 + 6 =
2 + 14 =
15 + 7 =
3 + 14 =
16 + 8 =
2 + 15 =
18 + 9 =
12 + 2 =
8 + 1 =
13 + 3 =
10 + 2 =
6 + 6 =
17 + 9 =
4 + 10 =
5 + 0 =
12 + 3 =
10 + 5 =
15 + 5 =
2 + 5 =
4 + 1 =
3 + 4 =
10 + 10 =
5 + 8 =
7 + 4 =
11 + 4 =
12 + 7 =
11 + 5 =
14 + 5 =
7 + 6 =
18 + 8 =
4 + 6 =
8 + 2 =
3 + 5 =
1 + 12 =
19 + 10 =
10 + 9 =
10 + 0 =
7 + 9 =
13 + 4 =
5 + 12 =
14 + 9 =
6 + 8 =
12 + 4 =
2 + 16 =
13 + 9 =
4 + 14 =
18 + 11 =
7 + 5 =
11 + 5 =
3 + 9 =
14 + 7 =
8 + 1 =
12 + 8 =
4 + 11 =
5 + 4 =
1 + 15 =
11 + 2 =
3 + 10 =
15 + 6 =
2 + 17 =
16 + 7 =
5 + 14 =
13 + 8 =
1 + 16 =
17 + 11 =
6 + 13 =
15 + 4 =
14 + 9 =
18 + 6 =
4 + 15 =
16 + 5 =
3 + 12 =
17 + 10 =
6 + 9 =
1 + 17 =
16 + 6 =
2 + 18 =
19 + 8 =
4 + 7 =
8 + 10 =
11 + 3 =
5 + 13 =
12 + 1 =
7 + 7 =
1 + 1 =
9 + 9 =
5 + 6 =
9 + 1 =
4 + 8 =
6 + 6 =
2 + 2 =
7 + 2 =
12 + 12 =
10 + 1 =
8 + 6 =
6 + 0 =
7 + 8 =
15 + 1 =
5 + 7 =
9 + 0 =
6 + 7 =
8 + 0 =
6 + 6 =
2 + 2 =
7 + 1 =
4 + 4 =
1 + 18 =
19 + 7 =
5 + 8 =
10 + 9 =
2 + 2 =
3 + 0 =
4 + 1 =
6 + 14 =
18 + 5 =
7 + 10 =
2 + 1 =
3 + 2 =
11 + 6 =
1 + 19 =
4 + 3 =
10 + 1 =
6 + 9 =
12 + 1 =
8 + 4 =
11 + 1 =
7 + 11 =
10 + 1 =
8 + 10 =
4 + 5 =
18 + 3 =
1 + 0 =
5 + 5 =
2 + 0 =
12 + 10 =
4 + 6 =
11 + 7 =
9 + 4 =
7 + 0 =
3 + 1 =
6 + 4 =
9 + 9 =
13 + 1 =
3 + 11 =
5 + 6 =
9 + 10 =
2 + 10 =
4 + 9 =
5 + 13 =
1 + 9 =
6 + 10 =
2 + 12 =
5 + 7 =
4 + 1 =
8 + 7 =
14 + 2 =
16 + 2 =
8 + 6 =
1 + 10 =
9 + 9 =
11 + 8 =
17 + 1 =
15 + 2 =
10 + 8 =
16 + 3 =
6 + 9 =
14 + 4 =
9 + 7 =
6 + 2 =
11 + 0 =
14 + 4 =
10 + 2 =
7 + 1 =
8 + 6 =
15 + 3 =
16 + 5 =
12 + 9 =
18 + 2 =
9 + 1 =
13 + 7 =
17 + 4 =
20 + 10 =
5 + 2 =
12 + 6 =
15 + 5 =
14 + 8 =
19 + 10 =
9 + 6 =
8 + 5 =
11 + 9 =
7 + 4 =
10 + 1 =
2 + 8 =
3 + 10 =
4 + 3 =
7 + 6 =
5 + 5 =
6 + 8 =
9 + 2 =
10 + 2 =
4 + 7 =
3 + 6 =
6 + 2 =
8 + 3 =
5 + 6 =
2 + 9 =
7 + 1 =
9 + 4 =
2 + 4 =
8 + 4 =
10 + 3 =
3 + 7 =
6 + 9 =
1 + 4 =
2 + 6 =
7 + 3 =
4 + 8 =
8 + 2 =
6 + 6 =
10 + 2 =
9 + 3 =
12 + 4 =
18 + 9 =
15 + 3 =
20 + 5 =
16 + 8 =
8 + 4 =
2 + 2 =
6 + 3 =
9 + 9 =
10 + 5 =
12 + 6 =
14 + 7 =
4 + 2 =
6 + 1 =
16 + 4 =
18 + 6 =
15 + 5 =
20 + 4 =
9 + 1 =
8 + 1 =
12 + 3 =
8 + 5 =
3 + 9 =
2 + 5 =
11 + 3 =
4 + 6 =
1 + 7 =
7 + 2 =
4 + 5 =
15 + 4 =
0 + 9 =
8 + 2 =
11 + 1 =
13 + 6 =
16 + 9 =
15 + 1 =
5 + 3 =
4 + 0 =
7 + 2 =
8 + 3 =
10 + 9 =
3 + 3 =
8 + 2 =
4 + 1 =
6 + 1 =
2 + 2 =
5 + 4 =
9 + 1 =
1 + 2 =
7 + 2 =
10 + 1 =
6 + 2 =
4 + 1 =
3 + 3 =
18 + 2 =
21 + 7 =
10 + 10 =
2 + 1 =
15 + 15 =
4 + 4 =
12 + 2 =
3 + 3 =
0 + 0 =
5 + 1 =
1 + 0 =
0 + 5 =
2 + 2 =
4 + 0 =
3 + 7 =
10 + 0 =
6 + 7 =
20 + 21 =
